SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT.1,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
,NAM,,,,,,Namibia,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7105055,0.70277212,0.69503874,0.68730536,0.67957198,0.6718386000000001,0.66410522,0.65637184,0.64863846,0.64090508,0.6331717,0.629251,0.6253303,0.6214096,0.6174889,0.6135682,0.6096475,0.6064839333333334,0.6033203666666667,0.6001567999999999,0.5969932333333333,0.5938296666666667,0.5906661,,,,,,,,
,NRU,,,,,,Nauru,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3236158,,,,,,,,,,,
,NPL,,,,,,Nepal,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,0.3005754,0.3052567436363636,0.3099380872727272,0.3146194309090909,0.3193007745454545,0.3239821181818182,0.3286634618181818,0.3333448054545455,0.3380261490909091,0.3427074927272727,0.3473888363636364,0.35207018,0.36277153875,0.3734728975,0.38417425625,0.394875615,0.40557697375,0.4162783325,0.42697969125,0.43768105,0.4220703085714286,0.4064595671428571,0.3908488257142857,0.3752380842857143,0.3596273428571429,0.3440166014285714,0.32840586,0.3260555916666666,0.3237053233333333,0.321355055,0.3190047866666666,0.3166545183333333,0.31430425,0.3119539816666666,0.3096037133333333,0.307253445,0.3049031766666666,0.3025529083333333,0.30020264,
,NLD,,,,,,Netherlands,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,0.28364104,0.2796546675,0.275668295,0.2716819225,0.26769555,0.2820858766666667,0.2964762033333333,0.31086653,0.3086824866666666,0.3064984433333333,0.3043144,0.30036766,0.29642092,0.29247418,0.28852744,0.2845807,0.28063396,0.284107182,0.287580404,0.291053626,0.294526848,0.29800007,0.2904823,0.30043328,0.2959278,0.29298013,0.27881998,0.2784524,0.27750087,0.2762093,0.2810648,0.2863142,0.2824158,0.2817357,0.28535804,0.28121036,0.29248324,0.2599421,0.2574387,,
,NIC,,,,,,Nicaragua,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5712674,0.5657688399999999,0.56027028,0.55477172,0.54927316,0.5437746,0.5387662666666667,0.5337579333333333,0.5287496,0.5186124400000001,0.5084752800000001,0.49833812,0.48820096,0.476004815,0.46380867,0.451612525,0.43941638,0.44384569,0.448275,0.45270431,0.4571336199999999,0.46156293,,,,,,,,,
,NER,,,,,,Niger,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3604249,0.3872972999999999,0.4141697,0.4168533854545454,0.4195370709090908,0.4222207563636364,0.4249044418181818,0.4275881272727272,0.4302718127272727,0.4329554981818181,0.4356391836363636,0.4383228690909091,0.4410065545454545,0.44369024,0.40836437,0.3730385,0.35840816,0.34377782,0.32914748,0.31451714,0.3239333433333333,0.3333495466666666,0.34276575,0.3502228725,0.357679995,0.3651371175,0.37259424,0.3579380433333333,0.3432818466666666,0.32862565,,
,NGA,,,,,,Nigeria,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,0.3867785,0.3956466071428571,0.4045147142857143,0.4133828214285714,0.4222509285714286,0.4311190357142857,0.4399871428571428,0.44885525,0.4663408475,0.4838264449999999,0.5013120424999999,0.51879764,0.5019104857142856,0.4850233314285714,0.4681361771428571,0.4512490228571428,0.4343618685714285,0.4174747142857142,0.40058756,0.3942896371428571,0.3879917142857143,0.3816937914285714,0.3753958685714286,0.3690979457142857,0.3628000228571428,0.3565021,0.35581609,0.35513008,0.35635264,0.3575752,0.35879776,0.3562909866666667,0.3537842133333333,0.35127744,,,,,
,MKD,,,,,,North Macedonia,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42760608,0.40062812,0.39360264,0.38132146,0.36238977,0.35201505,0.35590458,0.3453449,0.34198847,0.32960445,0.33505824,,,,
,NOR,,,,,,Norway,,Gini coefficient,,,,,,,,,,,,,,,,,,0.2689476,0.2657129171428571,0.2624782342857143,0.2592435514285714,0.2560088685714285,0.2527741857142857,0.2495395028571428,0.24630482,0.247496244,0.248687668,0.249879092,0.251070516,0.25226194,0.254245335,0.25622873,0.258212125,0.26019552,0.262873986,0.265552452,0.268230918,0.270909384,0.27358785,0.2744815,0.27537515,0.2762688,0.3157802,0.30596998,0.2635382,0.27090636,0.26996335,0.2615822,0.2572369,0.25300157,0.25725982,0.26361105,0.26752558,0.27496743,0.28493318,0.2698671,0.27560204,0.2774182,,,,
,PAK,,,,,,Pakistan,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,0.3331653,0.33293699,0.33270868,0.33248037,0.324841955,0.31720354,0.309565125,0.30192671,0.294288295,0.28664988,0.3089414099999999,0.33123294,0.3163320266666666,0.3014311133333333,0.2865302,0.2939738266666666,0.3014174533333333,0.30886108,0.31261253,0.304653775,0.29669502,0.2937328899999999,0.29077076,0.28780863,0.29697958,0.296132655,0.29528573,0.3040992,0.31291267,0.3072393333333333,0.3015659966666666,0.29589266,,,,,
,PSE,,,,,,Palestine,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3404466,0.34742624,0.3395928,0.35606077,0.35035026,0.34463975,0.3529443,0.34415236,0.3427019679999999,0.341251576,0.339801184,0.338350792,0.3369004,,,,,,,
,PAN,,,,,,Panama,,Gini coefficient,,,,,,,,,,,,,,,,,,0.48740143,0.497284053,0.507166676,0.5170492990000001,0.526931922,0.536814545,0.546697168,0.556579791,0.5664624140000001,0.5763450370000001,0.58622766,0.58326003,0.5802924,0.5793860500000001,0.5784797,0.57757335,0.576667,0.579049135,0.58143127,0.5736364,0.5635335,0.5659207,0.5670764,0.560917,0.5565018,0.54772496,0.5380034,0.54636407,0.52685326,0.5269304,0.51770425,0.516088,0.51347023,0.51739,0.51456016,0.5046555,0.50805664,0.50406915,0.49885073,0.49211547,0.49837545,0.503479875,0.5085843,0.498671315,0.48875833
,PNG,,,,,,Papua New Guinea,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45765835,0.4546465092307692,0.4516346684615384,0.4486228276923076,0.4456109869230769,0.4425991461538461,0.4395873053846154,0.4365754646153846,0.4335636238461538,0.430551783076923,0.4275399423076923,0.4245281015384615,0.4215162607692307,0.41850442,,,,,,,,,,,,,,
,PRY,,,,,,Paraguay,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4083735,0.44298008,0.47758666,0.51219324,0.5467998199999999,0.5814064,0.56514492,0.54888344,0.5472986200000001,0.5457138,0.545990775,0.54626775,0.57274485,0.54937583,0.52260363,0.5138116,0.5299425,0.5304046,0.50704694,0.49145123,0.5098244,0.52309674,0.47633564,0.479354,0.50702643,0.47605744,0.47899717,0.4854749,0.459551,0.45650637,0.43481943,0.4290515,0.45108196,
,PER,,,,,,Peru,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5325665,0.55117506,0.5482133,0.49072054,0.5130185,0.535637,0.5307964,0.4987963,0.5044914,0.50332135,0.5002141,0.47486418,0.47006038,0.45537677,0.44659775,0.4444003,0.4388273,0.43138838,0.43356073,0.4363899,0.43292674,0.4236557,0.4152813,0.4373994,0.4012181,0.40349188,
,PHL,,,,,,Philippines,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,0.41037434,0.4094037933333333,0.4084332466666667,0.4074627,0.4177203,0.4279779,0.4382355,0.4351182933333333,0.4320010866666666,0.42888388,0.43912995,0.44937602,0.45962209,0.4490796366666666,0.4385371833333333,0.42799473,0.4236453533333333,0.4192959766666667,0.4149466,0.4194938666666666,0.4240411333333333,0.4285884,0.4249267233333333,0.4212650466666666,0.41760337,0.4191500133333333,0.4206966566666666,0.4222433,0.4160005266666666,0.4097577533333333,0.40351498,0.3950490033333333,0.3865830266666666,0.37811705,0.3763062533333333,0.3744954566666666,0.37268466,,
,POL,,,,,,Poland,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,0.25083962,0.27984542,0.2552513,0.261596715,0.26794213,0.27628996,0.28463779,0.29298562,0.3108008466666667,0.3286160733333333,0.3464313,0.340546365,0.33466143,0.328776495,0.32289156,0.334356808,0.345822056,0.357287304,0.368752552,0.3802178,0.35808384,0.34667546,0.34001285,0.33485633,0.33355722,0.3321481,0.33180645,0.3302016,0.33137318,0.32824445,0.3175091,0.31189167,0.2968527,0.302149,0.28760177,0.284626,0.28479505,,
,PRT,,,,,,Portugal,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38775018,0.38938782,0.38480073,0.3806078,0.36750183,0.3663415,0.34907416,0.35844672,0.36344677,0.36034793,0.36187103,0.35562173,0.355233,0.3519052,0.3380384,0.33492562,0.32762748,0.3466863,0.3459202,,
,QAT,,,,,,Qatar,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35128385,,,,,,
,ROU,,,,,,Romania,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23307304,0.24025445,0.24743586,0.25461727,0.268311545,0.28200582,0.31158027,0.308312265,0.30504426,0.3151957533333333,0.3253472466666666,0.33549874,0.3456502333333333,0.3558017266666666,0.3659532199999999,0.3761047133333333,0.3862562066666666,0.3964077,0.37547696,0.36428705,0.35564327,0.3547109,0.3586662,0.3654543,0.3691507,0.36009043,0.35913625,0.34406662,0.36012593,0.35758388,0.34800515,0.3457019,0.3385264,,
,RUS,,,,,,Russia,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45385477,0.4562319466666666,0.4586091233333333,0.4609863,0.38409194,0.38137,0.37443382,0.37092733,0.36924976,0.37283763,0.39971545,0.4031583,0.41265598,0.4095094,0.42272472,0.41568583,0.398456,0.39548978,0.39749315,0.40714827,0.40884423,0.3988122,0.37710539,0.368485,0.37239072,0.37473005,0.37736863,0.36068243,,,
,RWA,,,,,,Rwanda,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4851838,0.492186768,0.499189736,0.506192704,0.513195672,0.52019864,0.510602592,0.501006544,0.491410496,0.481814448,0.4722184,0.4651839166666666,0.4581494333333333,0.45111495,0.44644148,0.44176801,0.43709454,,,,,,,
,,,,,,,Rwanda (rural),,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,0.28898594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LCA,,,,,,Saint Lucia,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4258438,0.4301631,0.4344824,0.4388016999999999,0.443121,0.4474403,0.4517596,0.4560788999999999,0.4603982,0.4647175,0.4690368,0.4733560999999999,0.4776754,0.4819947,0.4863139999999999,0.4906332999999999,0.4949525999999999,0.4992719,0.5035912,0.5079104999999999,0.5122298,,,,,,,,
,WSM,,,,,,Samoa,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4073552,0.40954025,0.4117252999999999,0.41391035,0.4160954,0.4182804499999999,0.4204655,0.413859308,0.4072531159999999,0.400646924,0.394040732,0.38743454,,,,,,,,,,
,STP,,,,,,Sao Tome and Principe,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32125893,0.319954307,0.318649684,0.317345061,0.316040438,0.314735815,0.313431192,0.312126569,0.310821946,0.309517323,0.3082127,0.3223672857142857,0.3365218714285714,0.3506764571428571,0.3648310428571428,0.3789856285714286,0.3931402142857143,0.4072948,,,,,,
,SEN,,,,,,Senegal,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5404016,0.4910850566666667,0.4417685133333333,0.39245197,0.3952865971428571,0.3981212242857143,0.4009558514285714,0.4037904785714286,0.4066251057142857,0.4094597328571429,0.41229436,0.407252545,0.40221073,0.397168915,0.3921271,0.393896105,0.39566511,0.397434115,0.39920312,0.400972125,0.40274113,0.3999420885714286,0.3971430471428571,0.3943440057142857,0.3915449642857143,0.3887459228571429,0.3859468814285714,0.38314784,0.3759576266666666,0.3687674133333333,0.3615772,,
,SRB,,,,,,Serbia,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39887607,0.3944599,0.40437588,0.40461844,0.38775226,0.36105734,0.35003355,0.34475464,0.34950927,0.3312897,,
,SYC,,,,,,Seychelles,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42776692,0.4277539557142857,0.4277409914285714,0.4277280271428571,0.4277150628571429,0.4277020985714286,0.4276891342857143,0.42767617,0.4334682342857143,0.4392602985714285,0.4450523628571428,0.4508444271428571,0.4566364914285714,0.4624285557142857,0.46822062,0.438827136,0.409433652,0.380040168,0.350646684,0.3212532,,,,,
,SLE,,,,,,Sierra Leone,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40167344,0.39400195625,0.3863304724999999,0.37865898875,0.370987505,0.36331602125,0.3556445375,0.34797305375,0.34030157,0.3426730257142857,0.3450444814285714,0.3474159371428571,0.3497873928571429,0.3521588485714286,0.3545303042857143,0.35690176,,,,,
,SVK,,,,,,Slovakia,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.20186578,0.2170880499999999,0.23231032,0.24753259,0.26275486,0.2637564775,0.2647580949999999,0.2657597124999999,0.26676133,0.2677629475,0.268764565,0.2697661825,0.2707678,0.29296494,0.25797036,0.24664712,0.26024988,0.2723098,0.2731572,0.2653828,0.26115808,0.28086153,0.26103425,0.26491234,0.2515492,0.23237365,0.24970019,0.23232324,0.24219424,0.2411022,,
,SVN,,,,,,Slovenia,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,0.2359837,0.2451827166666666,0.2543817333333333,0.26358075,0.2727797666666666,0.2819787833333333,0.2911778,0.2786870999999999,0.2661964,0.2537057,0.241215,0.24082193,0.24042886,0.2419245539999999,0.243420248,0.244915942,0.246411636,0.24790733,0.24634741,0.24363928,0.24354753,0.23718019,0.24787736,0.24933259,0.24868034,0.25585502,0.26241106,0.25657535,0.25408465,0.24757937,0.24219307,0.24633364,0.24384232,0.24031529,0.2428228,,
,SLB,,,,,,Solomon Islands,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46088147,0.4479768685714286,0.4350722671428571,0.4221676657142857,0.4092630642857143,0.3963584628571428,0.3834538614285714,0.37054926,,,,,,,,,,,
,ZAF,,,,,,South Africa,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5933394,0.5911047142857142,0.5888700285714286,0.5866353428571428,0.5844006571428572,0.5821659714285714,0.5799312857142858,0.5776966,0.59168146,0.60566632,0.6196511800000001,0.6336360400000001,0.6476209,0.6417772666666667,0.6359336333333334,0.63009,0.63195845,0.6338269,0.632934675,0.6320424499999999,0.631150225,0.630258,,,,,,,,,
,KOR,,,,,,South Korea,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31702983,0.32013908,0.32324833,0.321730285,0.32021224,0.31789638,0.31558052,0.313754785,0.31192905,0.3320755549999999,0.35222206,0.34854642,0.33725032,0.33196163,0.32708606,0.32906574,,
,SSD,,,,,,South Sudan,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46318194,0.4599527857142857,0.4567236314285714,0.4534944771428571,0.4502653228571429,0.4470361685714286,0.4438070142857143,0.44057786,,,,,,,
,ESP,,,,,,Spain,,Gini coefficient,,,,,,,,,,,,,,,,,,,0.34483546,0.3447317179999999,0.344627976,0.344524234,0.344420492,0.34431675,0.33949983,0.33468291,0.32986599,0.32504907,0.32023215,0.3323497333333333,0.3444673166666666,0.3565849,0.35103723,0.35726634,0.36464584,0.35324422,0.34580052,0.3379193,0.34128913,0.3335292133333333,0.3257692966666666,0.31800938,0.33301964,0.32431775,0.33541158,0.3413741,0.342204,0.34924084,0.35244486,0.35693976,0.35403663,0.36181897,0.3605231,0.3617834,0.35757092,0.3465126,0.3471633,0.34303716,0.34863645,0.3388591,,
,LKA,,,,,,Sri Lanka,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,0.32467854,0.324637698,0.324596856,0.324556014,0.3245151719999999,0.32447433,0.33037854,0.33628275,0.34218696,0.34809117,0.35399538,0.3608130485714286,0.3676307171428571,0.3744483857142857,0.3812660542857143,0.3880837228571429,0.3949013914285714,0.40171906,0.400461845,0.39920463,0.3979474149999999,0.3966902,0.38464064,0.37259108,0.36054152,0.36940637,0.37827122,0.38713607,0.3887164875,0.390296905,0.3918773225,0.39345774,0.38785108,0.38224442,0.37663776,,,,
,SDN,,,,,,Sudan,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35395128,0.351646484,0.349341688,0.347036892,0.344732096,0.3424273,,,,,,,,,
,SUR,,,,,,Suriname,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39179897,
,,,,,,,Suriname (urban),,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5754272,,,,,,,,,,,,,,,,,,,,,,,,
,SWE,,,,,,Sweden,,Gini coefficient,,,,,,,,,,,,,,0.24283695,0.2405700816666666,0.2383032133333333,0.2360363449999999,0.2337694766666666,0.2315026083333333,0.22923574,0.2294591633333333,0.2296825866666666,0.22990601,0.2301294333333333,0.2303528566666666,0.23057628,0.23427849,0.2379807,0.24168291,0.2453851199999999,0.24908733,0.2501799033333333,0.2512724766666666,0.25236505,0.25581216,0.25925927,0.26270638,0.26615349,0.2696006,0.2654536,0.26216906,0.25268546,0.2614015,0.26821113,0.26351255,0.27114177,0.2811921,0.27339876,0.27736187,0.27605262,0.27643898,0.28822792,0.28388658,0.29209688,0.29561213,0.28774142,0.29971606,0.2930465,0.28870627,0.29765385,,
,CHE,,,,,,Switzerland,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,0.3600527,0.357902287,0.355751874,0.353601461,0.351451048,0.3493006349999999,0.347150222,0.344999809,0.342849396,0.340698983,0.33854857,0.33801881875,0.3374890674999999,0.33695931625,0.336429565,0.33589981375,0.3353700625,0.3348403112499999,0.33431056,0.32558894,0.31686732,0.316256225,0.31564513,0.3274166,0.33918807,0.34255534,0.337947,0.32855856,0.3255303,0.3171362,0.31567127,0.3246219,0.3252566,0.32306957,0.33042452,0.32676333,0.3314104,0.3399834,0.33737928,,,
,SYR,,,,,,Syria,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3516938,0.3550441185714286,0.3583944371428571,0.3617447557142857,0.3650950742857143,0.3684453928571429,0.3717957114285714,0.37514603,0.38392152,0.39269701,0.4014725,0.40229759,0.40312268,0.40394777,0.3933579461538461,0.3827681223076923,0.3721782984615384,0.3615884746153845,0.3509986507692307,0.3404088269230769,0.329819003076923,0.3192291792307692,0.3086393553846154,0.2980495315384615,0.2874597076923076,0.2768698838461538,0.26628006,
,TWN,,,,,,Taiwan,,Gini coefficient,,,,,,,,,,,,,,,,,,,,0.29969484,0.299171784,0.298648728,0.298125672,0.297602616,0.29707956,0.297599254,0.298118948,0.298638642,0.2991583359999999,0.29967803,0.3030681974999999,0.306458365,0.3098485325,0.3132387,0.310729885,0.30822107,0.3091856333333333,0.3101501966666666,0.31111476,0.313250978,0.315387196,0.317523414,0.3196596319999999,0.32179585,0.3215207599999999,0.32124567,0.3248748666666666,0.3285040633333333,0.33213326,0.32971346,0.32729366,0.32487386,0.3214113566666667,0.3179488533333333,0.31448635,0.31754693,0.31633675,0.3119192,0.31231022,0.31566375,,
,TJK,,,,,,Tajikistan,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2953486,0.30331075,0.3112729,0.31923505,0.3271972,0.3360195,0.33128638,0.32655326,0.32182014,0.3147848399999999,0.30774954,0.3131172666666666,0.3184849933333333,0.32385272,0.3292204466666666,0.3345881733333333,0.3399559,,,,,,,,
,TZA,,,,,,Tanzania,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35275686,0.3549690833333333,0.3571813066666666,0.35939353,0.3616057533333333,0.3638179766666666,0.3660302,0.3682424233333333,0.3704546466666666,0.37266687,0.3769673528571428,0.3812678357142857,0.3855683185714285,0.3898688014285714,0.3941692842857143,0.3984697671428571,0.40277025,0.3965355625,0.390300875,0.3840661875,0.3778315,0.3817001857142857,0.3855688714285714,0.3894375571428571,0.3933062428571428,0.3971749285714285,0.4010436142857143,0.4049123,,,,,
,THA,,,,,,Thailand,,Gini coefficient,,,,,,,,,,,,,,,,,,,,0.4521682,0.4501993042857143,0.4482304085714286,0.4462615128571429,0.4442926171428571,0.4423237214285714,0.4403548257142857,0.43838593,0.445521205,0.45265648,0.46561803,0.47857958,0.456640855,0.43470213,0.431875675,0.42904922,0.421803575,0.41455793,0.43091586,0.42833668,0.423890815,0.41944495,0.422424035,0.42540312,0.421796725,0.41819033,0.39761516,0.40288273,0.39601263,0.3940277,0.37459034,0.39256668,0.37847108,0.37032664,0.35987332,0.3689063,0.36382803,0.36412174,0.34855723,0.34985816,0.34923872,,
,TGO,,,,,,Togo,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42211255,0.42971442,0.43731629,0.4449181599999999,0.4525200299999999,0.4601219,0.4526491549999999,0.4451764099999999,0.437703665,0.43023092,0.4286014066666667,0.4269718933333333,0.42534238,0.40975494,0.3941675,0.37858006,,
,TON,,,,,,Tonga,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37690175,0.3766865444444444,0.3764713388888889,0.3762561333333333,0.3760409277777777,0.3758257222222222,0.3756105166666666,0.3753953111111111,0.3751801055555555,0.3749649,0.36833959,0.36171428,0.35508897,0.34846366,0.34183835,0.33521304,0.3245038083333333,0.3137945766666666,0.303085345,0.2923761133333333,0.2816668816666666,0.27095765,,
,TTO,,,,,,Trinidad and Tobago,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4260131,0.419973455,0.4139338099999999,0.407894165,0.40185452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TUN,,,,,,Tunisia,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,0.4343376,0.427674554,0.421011508,0.414348462,0.407685416,0.40102237,0.404132488,0.407242606,0.410352724,0.413462842,0.41657296,0.41487732,0.41318168,0.41148604,0.4097904,0.40809476,0.401942572,0.395790384,0.389638196,0.383486008,0.37733382,0.373483568,0.369633316,0.365783064,0.361932812,0.35808256,0.352097814,0.346113068,0.340128322,0.334143576,0.32815883,0.3296597333333333,0.3311606366666667,0.33266154,0.3341624433333333,0.3356633466666666,0.33716425,,
,TUR,,,,,,Turkey,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,0.4103413,0.4107428285714286,0.4111443571428572,0.4115458857142857,0.4119474142857143,0.4123489428571428,0.4127504714285714,0.413152,0.41325347,0.41335494,0.41345641,0.41355788,0.41365935,0.41376082,0.41386229,0.41396376,0.42184338,0.4128751,0.42614657,0.39647412,0.384428,0.3902054,0.3896531,0.3878508,0.40039355,0.40168938,0.401785,0.41236562,0.42854458,0.41873705,0.4353174,0.42441463,0.4383382,0.43045047,0.44364843,,
,TKM,,,,,,Turkmenistan,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40806928,,,,,,,,,,,,,,,,,,,,,,,,,
,TUV,,,,,,Tuvalu,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39139032,,,,,,,,,,,,,
,UGA,,,,,,Uganda,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44362718,0.4338298066666666,0.4240324333333333,0.41423506,0.4082834899999999,0.4023319199999999,0.39638035,0.39042878,0.40361144,0.4167941,0.42997676,0.4372173066666667,0.4444578533333333,0.4516984,0.4442800666666666,0.4368617333333333,0.4294434,0.4325586349999999,0.43567387,0.438789105,0.44190434,0.4313014766666667,0.4206986133333333,0.41009575,0.41445557,0.41881539,0.4231752099999999,0.42753503,0.4273654933333333,0.4271959566666666,0.42702642,,,,
,UKR,,,,,,Ukraine,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2970884,0.28926983,0.34079,0.39231017,0.35153562,0.3413558416666666,0.3311760633333333,0.320996285,0.3108165066666666,0.3006367283333333,0.29045695,0.28664893,0.28934017,0.29020715,0.29794392,0.27012688,0.2663823,0.25316665,0.24818976,0.24551843,0.24740657,0.24554986,0.24025366,0.2545754,0.25002202,0.26049048,0.26071486,0.26619467,0.25627363,,,
,ARE,,,,,,United Arab Emirates,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3251042,0.312881368,0.300658536,0.2884357039999999,0.276212872,0.26399004,,,,,
,GBR,,,,,,United Kingdom,,Gini coefficient,,,,,,,0.2684166,0.27904898,0.27964503,0.2929356,0.28776282,0.2881038,0.28957152,0.27880856,0.27589646,0.27141878,0.2723537,0.2743262,0.28477892,0.2968705,0.29903,0.29786685,0.29166204,0.30419374,0.31919184,0.3385342,0.34272873,0.33354205,0.3574197,0.34962818,0.34955472,0.3507596,0.35978922,0.3551664,0.3529524,0.35735163,0.36621472,0.3678378,0.38848642,0.37086216,0.35146394,0.34856063,0.34834158,0.35485032,0.35879987,0.34413147,0.35445124,0.35137364,0.337056,0.33191085,0.33090645,0.32699567,0.3314094,0.33311963,0.33109283,0.3260817,0.33689743,0.32824126,0.32644516,0.32414576,,
,USA,,,,,,United States,,Gini coefficient,,0.3759994,0.3813833,0.37497944,0.37782517,0.36886352,0.36326116,0.36014515,0.36631274,0.3691743,0.36661345,0.36112794,0.35476592,0.35648412,0.35560542,0.35504344,0.34790027,0.34758896,0.34716922,0.35487545,0.3666043,0.37292022,0.37344342,0.37640676,0.3755635,0.37196118,0.37705094,0.38237965,0.38262504,0.38044858,0.38372815,0.4036311,0.39985397,0.39853615,0.40308332,0.40524158,0.39951783,0.39984423,0.40138903,0.40594307,0.40352058,0.40770072,0.40250537,0.40962887,0.413959,0.40795898,0.40809166,0.40608335,0.40007547,0.40934193,0.4093412,0.40649238,0.41508022,0.41235605,0.41118968,0.41177237,0.4140517,0.41533518,0.39682114,0.39696464,0.41334125,
,URY,,,,,,Uruguay,,Gini coefficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4594136,0.46404734,0.4508151,0.45541507,0.44474792,0.42175132,0.39900422,0.40450785,0.40110928,0.40128586,0.3969534,0.39464375,0.39687112,0.3967629,0.40155584,0.40776816,0.40551677,
