SERIES,CNTRY,TRN,AGG,UNIT,REF,CODE,COUNTRY,SUB-CHAPTER,TITLE,UNIT.1,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
FRA.1.0.0.0.UWCD,FRA,1.0,0.0,0.0,0.0,UWCD,France,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-FRF,20.791,23.248,26.284,30.087,33.534,36.218,39.056,42.237,47.537,54.425,61.799,69.712,77.928,89.662,107.182,126.462,147.08,167.274,189.466,215.236,247.287,280.664,321.732,353.566,379.901,402.557,423.578,442.314,467.558,497.538,530.998,554.334,575.417,585.723,597.919,619.848,637.269,654.028,678.016,709.318,748.654,781.644,813.794,837.82,866.987,899.274,937.326,974.335,1003.885,1006.633,1032.729,1064.378,1088.78,1107.915,1126.855,1143.091,1164.986,1202.199,1231.985,1243.041,1195.012,1285.636,1377.05,1448.933,1499.645,1535.637,1572.492
HRV.1.0.0.0.UWCD,HRV,1.0,0.0,0.0,0.0,UWCD,Croatia,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-HRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.09168,8.06655,9.30328,10.60136,11.33673,12.15206,12.39592,13.76954,15.22499,16.1977,17.20521,18.4641,20.29216,21.84766,21.68833,21.05598,20.98034,20.76318,20.46941,20.57435,20.96853,21.54045,22.55043,24.1323,24.9493,24.86541,26.58584,30.4103,36.03718,41.29861,44.18951,46.39899
ITA.1.0.0.0.UWCD,ITA,1.0,0.0,0.0,0.0,UWCD,Italy,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-ITL,5.1701,5.7466,6.6862,8.1347,9.0612,9.6073,10.2746,11.3648,12.3573,13.6159,15.9216,18.3014,20.3924,24.5105,30.6359,36.9458,45.3853,55.3519,64.1121,77.7436,95.6935,116.3686,135.5299,155.6994,173.6825,193.9648,209.5803,227.3349,249.4407,273.2777,305.7994,335.0669,351.1092,357.9843,366.1288,380.4652,406.1484,425.6654,424.0727,439.1286,456.6956,481.2742,503.5289,524.389,543.3779,566.7351,592.1013,614.8985,636.7028,632.3164,640.1786,649.0672,640.1097,634.1138,635.9379,649.3151,665.2235,682.7548,703.6504,718.9568,677.9612,738.2206,783.5966,824.0265,870.996,904.9649,932.1138
CYP.1.0.0.0.UWCD,CYP,1.0,0.0,0.0,0.0,UWCD,Cyprus,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-CYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09787,3.27471,3.49614,3.66663,3.90763,4.2096,4.48594,4.83821,5.36485,5.7158,6.38534,6.93096,7.63106,8.37927,8.92285,9.25784,9.55106,9.40663,8.37187,7.90099,7.92914,8.2319,8.84001,9.55321,10.58221,10.57214,11.40803,12.77645,13.638,14.60591,15.24919,15.85777
LVA.1.0.0.0.UWCD,LVA,1.0,0.0,0.0,0.0,UWCD,Latvia,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-LVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0434,0.08876,0.54544,1.00601,1.3614,1.66799,2.08335,2.31523,2.51524,2.68395,2.83856,3.00116,3.21521,3.67155,4.23361,5.47593,7.07483,9.98656,11.75203,8.84059,7.71056,8.03855,8.75263,9.44924,10.09555,10.89371,11.55814,12.4683,13.87447,14.93385,15.01554,15.8691,17.87223,20.68029,22.49832,23.39825,24.21719
LTU.1.0.0.0.UWCD,LTU,1.0,0.0,0.0,0.0,UWCD,Lithuania,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-LTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05497,0.37193,1.33143,2.01459,2.90195,3.69065,4.5364,5.41539,5.45377,5.22285,5.36529,5.81031,6.44304,7.31009,8.52002,10.2773,12.3259,14.35507,11.98683,11.47312,12.28698,12.97338,13.74687,14.61904,15.65783,17.01122,18.56025,20.38225,22.64462,23.82572,26.97046,31.41116,35.77629,39.35392,41.91192,44.00752
LUX.1.0.0.0.UWCD,LUX,1.0,0.0,0.0,0.0,UWCD,Luxembourg,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-LUF,0.30273,0.31889,0.33934,0.36948,0.43345,0.46165,0.494,0.50571,0.53803,0.58207,0.69056,0.77469,0.8821,1.01099,1.29114,1.481,1.65107,1.8217,1.92307,2.0791,2.29829,2.52397,2.69934,2.88044,3.1103,3.30216,3.57063,3.82884,4.10544,4.63213,5.08495,5.60338,6.1375,6.60911,7.05953,7.34435,7.74312,8.21066,8.6838,9.55427,10.65604,11.63848,12.45955,12.87171,13.6481,14.61204,15.84229,17.25097,18.56726,19.02172,19.73589,21.10747,21.90433,22.98006,24.04154,25.05809,25.99445,27.76546,29.70867,31.33706,32.25447,34.91046,38.18983,41.86771,43.50055,45.71908,48.05075
HUN.1.0.0.0.UWCD,HUN,1.0,0.0,0.0,0.0,UWCD,Hungary,01 Compensation of employees,Compensation of employees: total economy ,Mrd HUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.72,1900.99,2210.13,2627.87,3161.2,3901.4,4592.38,5019.21,5910.39,6907.15,7692.35,8700.79,9587.32,10425.29,11092.95,11744.39,12334.32,11893.49,12009.65,12462.02,12948.0,13312.15,13995.22,14642.64,15589.85,16917.66,18339.54,20179.52,20494.89,22428.72,26701.54,30745.68,34803.27,37570.14,40405.3
MLT.1.0.0.0.UWCD,MLT,1.0,0.0,0.0,0.0,UWCD,Malta,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-MTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86098,0.95534,1.0352,1.15558,1.23925,1.39685,1.51331,1.57541,1.65863,1.73525,1.80433,1.94527,2.02337,2.13558,2.18663,2.24979,2.39684,2.52351,2.70492,2.76088,2.89645,3.09465,3.27261,3.49735,3.74783,4.12925,4.53008,4.95104,5.64641,6.17935,6.43173,6.91409,7.54809,8.18995,8.92705,9.59657,10.14358
NLD.1.0.0.0.UWCD,NLD,1.0,0.0,0.0,0.0,UWCD,Netherlands,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-NLG,10.3249,11.3368,12.4571,13.8961,16.5836,18.7884,21.1376,23.0695,25.4409,29.475,33.7522,38.7879,43.4412,50.3489,58.5102,66.2136,73.5877,80.4666,87.3159,94.0153,99.8659,102.1171,105.2193,106.6047,107.0987,111.1698,115.975,119.9377,123.2768,127.0918,135.047,143.4474,151.9008,156.2003,159.9994,165.56,171.981,181.634,194.666,209.646,226.797,239.194,251.188,257.981,261.726,265.911,274.752,290.622,307.808,312.32,311.9,319.887,324.274,325.151,328.743,330.994,342.642,354.478,372.9,393.062,406.33,423.799,454.769,489.593,523.8645,550.0577,572.06
AUT.1.0.0.0.UWCD,AUT,1.0,0.0,0.0,0.0,UWCD,Austria,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-ATS,5.5616,6.1988,6.7505,7.272,8.0038,8.8135,9.7133,10.5155,11.1482,12.157,13.3058,15.3771,17.4727,20.462,23.841,26.7599,29.4745,32.5007,35.5593,37.8461,40.8141,43.9219,45.8421,47.4962,49.9937,52.8973,56.0592,58.2911,60.5464,64.3329,69.3253,75.1655,80.2159,83.6444,87.2637,90.3571,91.4849,93.0672,96.5516,100.1176,103.6259,105.8566,107.8192,110.2441,112.9958,116.6014,122.2118,128.3535,135.556,136.2474,138.8937,144.4081,150.282,154.5017,158.71,163.6314,170.0109,175.9659,184.9181,192.6681,192.0839,201.4164,217.424,234.8295,252.4417,262.0345,271.2057
POL.1.0.0.0.UWCD,POL,1.0,0.0,0.0,0.0,UWCD,Poland,01 Compensation of employees,Compensation of employees: total economy ,Mrd PLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.258,56.262,71.589,99.899,137.567,177.593,220.637,258.465,284.839,307.91,328.216,325.632,331.386,346.284,366.292,393.676,439.632,499.051,518.763,551.731,586.167,610.515,622.394,650.622,677.137,720.801,774.468,839.349,915.121,956.762,1031.331,1171.448,1321.273,1477.183,1567.291,1655.843
PRT.1.0.0.0.UWCD,PRT,1.0,0.0,0.0,0.0,UWCD,Portugal,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-PTE,0.2319,0.253,0.2691,0.2947,0.3235,0.3629,0.4035,0.4649,0.5049,0.5626,0.6522,0.7502,0.879,1.0403,1.3673,1.7756,2.0627,2.4238,2.8379,3.3548,4.2697,5.2522,6.5121,7.7538,8.7011,10.4765,12.5671,14.7841,17.2173,20.9135,24.9121,29.7472,34.9,37.032,38.2095,41.662,44.7602,48.5965,53.1069,57.0795,61.8204,65.3948,68.4224,69.8321,72.3617,75.7815,77.8954,81.0652,83.6769,83.6551,85.2091,82.0251,75.7441,76.6033,76.7072,78.6462,81.2941,85.9003,91.5219,96.9575,96.895,103.7562,113.6042,126.2311,136.0771,142.3367,148.4572
ROM.1.0.0.0.UWCD,ROM,1.0,0.0,0.0,0.0,UWCD,Romania,01 Compensation of employees,Compensation of employees: total economy ,Mrd RON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0497,0.107,0.2727,0.8082,1.8258,2.7473,4.1266,7.872,14.0872,19.0171,31.8736,48.68,60.1717,73.6759,91.0411,112.9952,132.4908,144.419,195.7256,181.625,180.9784,184.6073,192.9085,201.8981,217.9943,228.5382,268.9345,317.7031,364.5719,410.7177,420.7207,449.3358,518.625,604.7888,696.7167,770.5687,846.0844
SVN.1.0.0.0.UWCD,SVN,1.0,0.0,0.0,0.0,UWCD,Slovenia,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-SIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48664,0.91724,2.71577,3.58575,4.47001,5.66921,6.34352,6.96532,7.57625,8.34041,9.40731,10.6142,11.65464,12.59971,13.64827,14.4466,15.47476,17.00481,18.72646,18.58058,18.81571,18.70908,18.27554,17.86172,18.19752,18.71256,19.74067,21.01133,22.58436,24.39165,25.11432,27.42483,29.53447,32.71387,35.0523,37.22044,39.11387
SVK.1.0.0.0.UWCD,SVK,1.0,0.0,0.0,0.0,UWCD,Slovakia,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-SKK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63823,6.54144,7.87996,9.05512,10.37046,11.26697,11.60377,12.85614,13.60425,14.73911,15.92026,16.70136,18.30811,20.15149,22.29097,24.2584,24.06988,25.00679,26.17145,26.97168,27.54448,28.68766,30.44304,32.00426,34.55409,37.44904,40.29554,41.0527,43.45733,46.76498,51.42653,54.92353,58.16402,61.30488
FIN.1.0.0.0.UWCD,FIN,1.0,0.0,0.0,0.0,UWCD,Finland,01 Compensation of employees,Compensation of employees: total economy ,Mrd EURO-FIM,1.241,1.3825,1.5484,1.7257,2.0212,2.2614,2.4891,2.7253,3.0438,3.3847,3.8334,4.4025,5.1539,6.2828,7.9357,9.9413,11.4965,12.4176,13.0907,14.9709,17.5262,20.2736,22.4518,24.8802,27.7085,30.8769,33.1222,36.0696,39.8811,44.6627,48.7982,48.9062,46.2599,43.7715,44.5586,47.357,49.355,52.017,56.103,59.464,63.299,66.893,69.012,70.68,73.624,77.395,81.338,85.895,91.57,90.508,92.596,97.076,100.257,101.098,101.375,102.572,104.283,105.061,109.146,112.627,110.869,118.106,126.139,132.399,132.4862,136.9848,141.4229
SWE.1.0.0.0.UWCD,SWE,1.0,0.0,0.0,0.0,UWCD,Sweden,01 Compensation of employees,Compensation of employees: total economy ,Mrd SEK,35.001,38.726,43.381,47.993,53.346,59.091,65.714,71.133,76.657,83.531,93.512,102.272,111.936,120.422,139.27,166.789,197.856,222.488,247.726,272.269,305.981,331.61,354.693,382.833,420.221,462.543,502.288,543.149,589.901,661.039,753.003,789.926,791.53,765.707,804.479,836.585,886.881,926.516,928.875,985.185,1085.267,1160.957,1200.839,1242.083,1282.75,1326.812,1392.738,1503.571,1580.65,1579.643,1629.617,1726.103,1797.444,1852.006,1924.261,2008.485,2106.123,2208.315,2336.125,2421.779,2446.852,2601.445,2756.307,2942.433,3063.073,3176.406,3300.286
GBR.1.0.0.0.UWCD,GBR,1.0,0.0,0.0,0.0,UWCD,United Kingdom,01 Compensation of employees,Compensation of employees: total economy ,Mrd GBP,15.107,16.337,17.232,18.124,19.648,21.223,22.75,23.701,25.36,27.124,30.444,33.394,37.724,43.727,52.271,68.366,77.799,86.248,98.414,115.38,137.191,148.953,158.023,169.254,180.886,195.369,210.6,227.216,253.294,282.748,312.172,332.596,344.018,354.714,367.331,384.013,402.315,435.864,457.754,494.84,531.545,565.818,579.634,610.848,652.853,690.874,731.202,780.149,795.756,787.058,806.726,824.206,839.768,872.922,894.857,924.521,961.615,999.375,1041.955,1087.539,1092.968,1154.623,1243.584,1343.825,1406.985,1456.229,1494.091
MNE.1.0.0.0.UWCD,MNE,1.0,0.0,0.0,0.0,UWCD,Montenegro,01 Compensation of employees,Compensation of employees: total economy ,Mrd EUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82991,0.94288,1.17015,1.22988,1.31066,1.37016,1.3561,1.17551,1.32579,1.39457,1.54697,1.70086,1.86389,1.97127,1.87926,2.01079,2.37712,2.90053,,,
MKD.1.0.0.0.UWCD,MKD,1.0,0.0,0.0,0.0,UWCD,North Macedonia,01 Compensation of employees,Compensation of employees: total economy ,Mrd MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1835,98.077,104.7298,106.939,104.116,104.531,109.975,107.597,105.878,117.826,118.594,139.543,148.9286,156.4346,162.0016,163.202,159.907,176.3152,185.174,201.8988,216.3658,229.0974,245.2286,259.9203,277.6805,309.3855,,,,
SRB.1.0.0.0.UWCD,SRB,1.0,0.0,0.0,0.0,UWCD,Serbia,01 Compensation of employees,Compensation of employees: total economy ,Mrd RSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.865,38.126,42.155,53.894,61.62,123.19,262.568,384.262,466.764,574.146,700.558,835.574,995.614,1170.433,1227.347,1267.152,1372.702,1509.104,1561.908,1578.485,1610.257,1697.621,1812.581,1987.187,2210.294,2440.996,2760.553,3163.18,3684.65,4236.877,4636.398,5001.296
TUR.1.0.0.0.UWCD,TUR,1.0,0.0,0.0,0.0,UWCD,Turkey,01 Compensation of employees,Compensation of employees: total economy ,Mrd TRY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.04,0.08,0.15,0.29,0.5,0.88,1.42,2.47,5.07,10.66,19.06,29.79,45.84,61.49,90.41,118.72,144.98,169.07,196.89,226.82,257.07,269.0,314.23,371.49,438.58,506.36,590.56,683.73,840.21,947.01,1129.02,1350.55,1478.63,1946.22,3535.88,7661.32,16570.38,27668.91,33247.28
ISL.1.0.0.0.UWCD,ISL,1.0,0.0,0.0,0.0,UWCD,Iceland,01 Compensation of employees,Compensation of employees: total economy ,Mrd ISK,0.043,0.053,0.062,0.075,0.1,0.118,0.14,0.14,0.145,0.18,0.227,0.295,0.361,0.51,0.765,1.024,1.39,2.051,3.271,4.972,7.865,12.19,19.119,30.047,39.046,57.233,75.75,111.88,138.599,156.166,176.924,203.604,206.227,205.307,213.391,226.601,245.28,260.111,301.228,338.389,374.845,415.013,444.526,470.947,515.456,579.256,678.26,774.472,804.803,735.697,774.961,848.203,903.428,978.137,1041.539,1157.342,1295.37,1425.43,1572.034,1619.551,1568.183,1736.684,2029.598,2277.077,2355.152,2407.523,2469.207
NOR.1.0.0.0.UWCD,NOR,1.0,0.0,0.0,0.0,UWCD,Norway,01 Compensation of employees,Compensation of employees: total economy ,Mrd NOK,17.004,18.571,20.836,22.536,24.462,26.955,29.741,33.452,36.207,39.266,43.675,50.924,57.229,64.526,74.272,88.34,103.232,117.111,128.772,134.51,151.154,171.263,191.218,207.138,226.325,250.987,283.185,318.611,338.24,342.727,355.621,372.261,386.746,396.659,416.837,442.256,474.022,514.081,565.468,604.164,638.751,678.1,710.687,730.356,766.374,814.57,889.982,986.58,1083.503,1115.382,1150.481,1223.958,1307.16,1383.01,1442.239,1485.846,1510.36,1559.747,1638.831,1733.247,1737.469,1844.012,1996.198,2155.072,2280.673,2400.546,2515.311
CHE.1.0.0.0.UWCD,CHE,1.0,0.0,0.0,0.0,UWCD,Switzerland,01 Compensation of employees,Compensation of employees: total economy ,Mrd CHF,20.1594,22.848,25.6304,28.616,31.8048,34.5247,36.7861,39.9488,42.6479,45.9409,51.6933,60.103,68.3148,77.8813,86.5881,88.7348,89.287,91.3816,96.0659,101.1826,109.0557,118.1475,126.7698,132.3461,137.5364,145.9524,155.1918,163.0794,173.3486,186.0417,202.949,217.8987,224.8778,227.597,228.9445,234.36,234.9259,237.73,241.9182,246.7219,256.6636,271.2439,279.0036,279.9885,282.5273,291.1363,302.429,318.9109,334.575,342.2976,345.2542,358.3173,367.5107,376.0943,382.0184,389.1544,393.9145,399.3557,408.1816,420.1989,415.0103,433.1851,457.6227,473.5844,485.6215,496.2044,510.5964
AUS.1.0.0.0.UWCD,AUS,1.0,0.0,0.0,0.0,UWCD,Australia,01 Compensation of employees,Compensation of employees: total economy ,Mrd AUD,8.391,8.661,9.179,10.038,11.271,12.213,13.367,14.566,16.116,18.134,20.826,23.27,25.962,31.766,40.982,47.344,53.397,58.516,62.867,69.99,80.897,93.788,103.91,110.004,120.975,133.06,144.577,158.975,177.714,199.479,207.361,210.208,218.663,227.856,241.667,258.949,277.286,289.213,307.709,324.662,346.524,364.905,387.306,413.431,444.874,476.672,521.007,567.294,590.003,613.19,668.483,714.092,737.893,764.153,786.422,811.447,832.781,873.163,919.356,956.942,996.768,1069.429,1177.339,,,,
CAN.1.0.0.0.UWCD,CAN,1.0,0.0,0.0,0.0,UWCD,Canada,01 Compensation of employees,Compensation of employees: total economy ,Mrd CAD,38.953,40.986,44.084,47.05,51.426,57.327,64.83,71.716,77.965,87.19,94.515,103.616,116.297,133.969,159.755,186.329,215.556,238.731,259.676,292.045,330.152,,,,,,,,,,,380.599,389.757,396.616,407.635,421.128,431.742,456.324,480.971,507.126,552.023,574.795,597.153,621.208,656.758,693.437,738.263,783.93,819.727,812.073,837.683,883.045,923.413,961.179,998.463,1026.846,1026.483,1069.956,1126.948,1174.784,1161.007,1269.424,1385.827,1477.054,,,
JPN.1.0.0.0.UWCD,JPN,1.0,0.0,0.0,0.0,UWCD,Japan,01 Compensation of employees,Compensation of employees: total economy ,Mrd JPY,6344.5,7511.6,8966.7,10463.1,12239.7,14255.3,16497.9,18961.8,22099.2,26008.3,31358.9,37181.3,43285.9,54252.4,68833.2,80209.7,90473.2,101067.1,109211.8,118043.8,128206.1,138814.0,146703.1,154239.2,162701.4,170173.3,177378.1,183568.1,194249.9,208140.4,225148.0,243216.6,251113.1,256543.4,261592.9,265944.8,270561.6,278619.7,274439.0,269117.5,269760.7,266480.0,257309.9,255080.6,255851.6,260470.5,265057.9,266484.6,266666.7,253660.6,251043.6,251454.0,251514.1,253202.1,257408.0,260504.9,267291.8,271992.2,281235.3,286784.6,283079.0,288639.6,295279.0,305318.5,317531.2,325469.5,333606.2
KOR.1.0.0.0.UWCD,KOR,1.0,0.0,0.0,0.0,UWCD,Korea,01 Compensation of employees,Compensation of employees: total economy ,Mrd WON,,,,,,,,,,,940.8,1161.8,1412.3,1844.6,2496.0,3380.2,4784.4,6475.4,9239.4,12365.1,15628.7,19326.2,22499.8,27262.3,31404.5,34925.8,40605.1,48793.0,60055.9,71436.9,87771.9,109446.3,124889.8,142065.6,166860.8,199033.2,228382.9,241867.1,230544.3,246337.6,270341.6,298033.2,329033.2,358607.2,388669.7,417040.2,443624.4,478053.2,506130.9,526569.0,562454.9,600437.0,629947.7,664645.5,702289.3,750213.0,786190.6,824416.3,868145.1,913408.8,935575.1,982801.1,1029710.2,,,,
NZL.1.0.0.0.UWCD,NZL,1.0,0.0,0.0,0.0,UWCD,New Zealand,01 Compensation of employees,Compensation of employees: total economy ,Mrd NZD,1.214,1.2954,1.3728,1.4751,1.6339,1.7937,1.9377,2.0201,2.1282,2.3645,2.8489,3.378,3.797,4.481,5.397,6.23,7.015,8.05,9.352,10.906,12.979,15.653,17.16,17.504,19.168,22.583,26.992,30.144,31.508,32.442,32.849,32.534,33.219,34.766,37.088,39.329,41.97,43.707,44.714,45.817,48.141,51.721,55.13,59.373,64.347,69.696,74.449,80.781,85.104,85.822,88.831,92.305,95.053,98.754,104.376,109.939,115.703,122.805,130.565,139.427,144.456,158.348,172.466,,,,
USA.1.0.0.0.UWCD,USA,1.0,0.0,0.0,0.0,UWCD,United States,01 Compensation of employees,Compensation of employees: total economy ,Mrd USD,301.44,310.57,332.3,350.47,376.03,405.41,449.23,481.76,530.74,584.44,623.32,664.97,731.33,812.7,887.74,947.27,1048.38,1165.89,1316.86,1477.3,1622.35,1792.68,1893.18,2012.66,2216.08,2387.54,2543.85,2723.76,2948.85,3140.89,3342.68,3453.27,3671.21,3820.61,4010.21,4202.18,4421.07,4713.22,5075.7,5409.93,5854.63,6046.34,6143.37,6362.3,6729.3,7077.72,7491.26,7889.37,8068.68,7767.19,7932.97,8234.01,8575.37,8843.64,9259.66,9709.54,9977.1,10434.98,10967.69,11458.47,11604.03,12568.21,13454.1,14209.57,14866.35,15425.47,16022.8
EU27.1.1.0.0.UWCD,EU27,1.0,1.0,0.0,0.0,UWCD,European Union,01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2949.236,3069.44,3218.749,3350.499,3512.637,3718.739,3888.397,4029.757,4151.151,4283.505,4432.012,4635.161,4872.065,5120.201,5104.271,5191.804,5323.762,5394.766,5461.062,5593.757,5757.585,5953.403,6203.494,6485.958,6755.922,6665.398,7080.765,7614.707,8175.253,8650.681,9003.609,9330.14
EU15.1.1.0.0.UWCD,EU15,1.0,1.0,0.0,0.0,UWCD,European Union (15 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2962.13,3129.61,3206.22,3301.26,3441.69,3558.04,3698.83,3834.27,4033.22,4269.27,4466.1,4612.11,4761.7,4933.28,5111.71,5344.21,5614.99,5835.14,5815.4,5919.98,6060.44,6137.83,6238.17,6381.32,6564.65,6777.01,7033.02,7321.28,7597.97,7491.34,7938.75,8501.24,9094.57,9558.15,9906.29,10216.56
EA19.1.1.0.0.UWCD,EA19,1.0,1.0,0.0,0.0,UWCD,Euro area (19 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2780.343,2867.038,2960.229,3063.879,3202.407,3375.571,3512.866,3636.804,3738.058,3847.198,3968.188,4138.469,4332.119,4526.216,4512.273,4584.753,4692.048,4742.175,4792.672,4898.564,5033.355,5185.502,5382.349,5603.918,5815.632,5705.44,6053.235,6482.622,6931.141,7297.679,7568.066,7814.475
EA20.1.1.0.0.UWCD,EA20,1.0,1.0,0.0,0.0,UWCD,Euro area,01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.071,2874.796,2969.285,3074.302,3213.574,3387.543,3525.078,3650.39,3753.113,3863.219,3985.214,4156.756,4352.254,4547.918,4533.811,4605.631,4712.827,4762.73,4812.93,4918.924,5054.105,5206.818,5404.667,5627.814,5840.335,5730.069,6079.57,6512.765,6966.893,7338.677,7611.944,7860.552
EA12.1.1.0.0.UWCD,EA12,1.0,1.0,0.0,0.0,UWCD,Euro area (12 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2356.429,2507.044,2572.364,2644.073,2755.279,2838.436,2928.282,3028.999,3165.592,3335.749,3469.931,3590.363,3687.422,3792.49,3907.416,4069.993,4252.932,4437.855,4430.07,4502.73,4606.747,4654.531,4703.671,4806.147,4935.828,5082.046,5270.646,5481.964,5683.021,5569.613,5906.132,6319.581,6749.72,7102.467,7361.842,7598.174
DU15.1.1.0.0.UWCD,DU15,1.0,1.0,0.0,0.0,UWCD,EU15 (including D_W West-Germany),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR)",124.919,138.221,152.676,168.837,187.147,205.081,222.889,236.72,257.824,287.519,329.902,372.393,418.547,484.882,571.32,665.727,763.279,860.606,961.76,1085.487,1235.351,1361.27,1486.448,1601.128,1711.653,1834.91,1960.842,2085.521,2237.121,2418.443,2649.679,2851.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA12.1.1.0.0.UWCD,DA12,1.0,1.0,0.0,0.0,UWCD,EA12 (including D_W West-Germany),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in ECU/EUR)",93.928,104.778,117.587,132.527,147.884,162.462,176.97,188.606,206.546,233.056,269.427,306.823,345.082,401.435,472.136,536.98,615.485,696.509,775.982,871.396,985.008,1090.223,1198.347,1291.812,1379.177,1473.985,1570.56,1663.378,1771.11,1900.385,2077.526,2244.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EU27.1.2.0.0.UWCD,EU27,1.0,2.0,0.0,0.0,UWCD,European Union,01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in PPS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618.032,2774.559,3043.232,3205.778,3375.217,3595.611,3782.147,3933.429,4067.537,4214.66,4380.078,4595.428,4845.888,5117.549,5096.796,5184.84,5314.788,5383.561,5448.965,5587.251,5757.585,5967.874,6238.696,6542.995,6838.381,6756.527,7189.646,7760.667,8362.106,8881.205,9262.454,9614.62
EU15.1.2.0.0.UWCD,EU15,1.0,2.0,0.0,0.0,UWCD,European Union (15 countries),01 Compensation of employees,Compensation of employees: total economy ,"Mrd ECU/EUR, Weighted mean of t/t-1 national growth rates (weights: t-1 current prices in PPS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2936.31,3110.85,3191.48,3287.51,3431.34,3557.1,3707.55,3845.65,4045.46,4282.49,4479.63,4633.18,4783.7,4955.89,5134.4,5367.29,5637.16,5864.16,5843.8,5947.03,6080.68,6147.76,6240.28,6381.06,6564.65,6773.81,7029.33,7317.17,7595.75,7477.34,7928.81,8491.11,9083.5,9551.42,9901.44,10213.44
